State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
FL,Auburndale Peaker Energy Center,55833,6,,2016,ARP,207.47,12,22290.61,,0.077,0.0987,11.471,15273.093,256990.097,4,,Polk County,Electric Utility,"Auburndale Peaker Energy Center, L.L.C.","Calpine Operating Services Company, Inc.","CSNOXOS : Andrew Martin (603046),CAIROS : Andrew Martin (603046) (Ended Aug 11, 2016),CAIRNOX : Andrew Martin (603046) (Ended Aug 11, 2016),ARP : Andrew Martin (603046)","CSNOXOS : Heidi M Whidden (602204),CAIROS : Heidi M Whidden (602204) (Ended Aug 11, 2016),CAIRNOX : Heidi M Whidden (602204) (Ended Aug 11, 2016),ARP : Heidi M Whidden (602204)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,28.0534,-81.8059
FL,Bayside Power Station,7873,CT1A,,2016,ARP,5491.5,12,742560.5,,2.482,0.015,53.518,491618.9,8272457.85,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT1B,,2016,ARP,5481,12,735842.75,,2.501,0.0162,55.82,495368.725,8335573.3,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"ARP : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612)","ARP : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT1C,,2016,ARP,5255.25,12,707655.75,,2.345,0.014,47.135,464607.525,7817858,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT2A,,2016,ARP,5804.5,12,781015.75,,2.588,0.0146,53.124,512625.825,8625922.775,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"ARP : Paul L Carpinone (1612),CSNOXOS : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","ARP : Byron T Burrows (602607),CSNOXOS : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT2B,,2016,ARP,5359.5,12,724314.75,,2.47,0.0168,56.756,489267.725,8232866.325,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612)","ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT2C,,2016,ARP,5671.75,12,766354.5,,2.577,0.0161,56.965,510378.5,8588070.725,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CSNOXOS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CSNOXOS : Byron T Burrows (602607),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT2D,,2016,ARP,5659,12,760350.25,,2.559,0.0146,52.721,506895.375,8529566.55,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT3A,,2016,ARP,416,12,9387,,0.028,0.0923,4.043,5535.375,93144.25,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612)","CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT3B,,2016,ARP,414,12,9375,,0.028,0.0936,4.011,5460.675,91901.575,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"ARP : Paul L Carpinone (1612),CSNOXOS : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","ARP : Byron T Burrows (602607),CSNOXOS : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT4A,,2016,ARP,663,12,15411.25,,0.044,0.0972,6.851,8805.725,148144.3,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT4B,,2016,ARP,669,12,15475.75,,0.044,0.0903,6.385,8763.4,147450.8,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"ARP : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612)","ARP : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT5A,,2016,ARP,150.25,12,3250,,0.01,0.0885,1.399,1950.8,32814.6,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT5B,,2016,ARP,148.75,12,3233.75,,0.009,0.094,1.378,1847.35,31084.75,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CSNOXOS : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612)","CSNOXOS : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT6A,,2016,ARP,197.25,12,4224.25,,0.012,0.0849,1.662,2437,40984.7,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CSNOXOS : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CSNOXOS : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Bayside Power Station,7873,CT6B,,2016,ARP,195.25,12,4233.5,,0.012,0.0883,1.714,2432.275,40934.375,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CSNOXOS : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CSNOXOS : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,,,Water Injection,,,27.9072,-82.4231
FL,Big Bend,645,BB01,CS0W1,2016,ARP,7257.25,12,2187360.5,,1804,0.0842,930.182,2186633.84,2.13E+07,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),MATS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612),CSNOXOS : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),MATS : Byron T Burrows (602607),ARP : Byron T Burrows (602607),CSNOXOS : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Table 1,Phase 2 Group 2,Operating,Wet bottom turbo-fired boiler,Coal,Pipeline Natural Gas,Wet Limestone,Ammonia Injection<br>Selective Catalytic Reduction<br>Other,Electrostatic Precipitator,,27.7944,-82.4036
FL,Big Bend,645,BB02,CS0W1,2016,ARP,5319.75,12,1613325.25,,1424.202,0.0853,688.325,1618300.936,1.58E+07,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CSNOXOS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612),MATS : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CSNOXOS : Byron T Burrows (602607),ARP : Byron T Burrows (602607),MATS : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016)",Table 1,Phase 2 Group 2,Operating,Wet bottom turbo-fired boiler,Coal,Pipeline Natural Gas,Wet Limestone,Ammonia Injection<br>Selective Catalytic Reduction<br>Other,Electrostatic Precipitator,,27.7944,-82.4036
FL,Big Bend,645,BB03,,2016,ARP,6381,12,1665072,,1089.02,0.0845,813.653,1726070.7,1.81E+07,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CSNOXOS : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),MATS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","CSNOXOS : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),MATS : Byron T Burrows (602607),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Table 1,Phase 2 Group 2,Operating,Wet bottom turbo-fired boiler,Coal,Pipeline Natural Gas,Wet Limestone,Other<br>Ammonia Injection<br>Selective Catalytic Reduction,Electrostatic Precipitator,,27.7944,-82.4036
FL,Big Bend,645,BB04,,2016,ARP,7379.75,12,2487817.25,,1896.062,0.0722,1045.742,2826747.675,2.85E+07,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),ARP : Paul L Carpinone (1612),CSNOXOS : Paul L Carpinone (1612),MATS : Paul L Carpinone (1612)","CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),ARP : Byron T Burrows (602607),CSNOXOS : Byron T Burrows (602607),MATS : Byron T Burrows (602607)",Phase 2,Phase 1 Group 1,Operating,Tangentially-fired,Coal,Pipeline Natural Gas,Wet Limestone,Low NOx Burner Technology w/ Separated OFA<br>Ammonia Injection<br>Selective Catalytic Reduction,Electrostatic Precipitator,,27.7944,-82.4036
FL,Big Bend,645,CT4A,,2016,ARP,409.86,12,10228.4,,0.029,0.0916,4.097,5684.719,95673.494,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016),MATS : Paul L Carpinone (1612),CSNOXOS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612)","CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016),MATS : Byron T Burrows (602607),CSNOXOS : Byron T Burrows (602607),ARP : Byron T Burrows (602607)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,27.7944,-82.4036
FL,Big Bend,645,CT4B,,2016,ARP,413.12,12,10266.56,,0.03,0.0897,4.251,5944.235,100025.781,4,FRCC,Hillsborough County,Electric Utility,Tampa Electric Company,Tampa Electric Company,"MATS : Paul L Carpinone (1612),CAIROS : Paul L Carpinone (1612) (Ended Aug 11, 2016),CSNOXOS : Paul L Carpinone (1612),ARP : Paul L Carpinone (1612),CAIRNOX : Paul L Carpinone (1612) (Ended Aug 11, 2016)","MATS : Byron T Burrows (602607),CAIROS : Byron T Burrows (602607) (Ended Aug 11, 2016),CSNOXOS : Byron T Burrows (602607),ARP : Byron T Burrows (602607),CAIRNOX : Byron T Burrows (602607) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,27.7944,-82.4036
FL,Brandy Branch,7846,1,,2016,ARP,591.22,12,78823.77,,0.214,0.05,12.844,42340.445,710486.335,4,,Duval County,Electric Utility,JEA,JEA,"CSNOXOS : Michael Brost (602915),ARP : Michael Brost (602915),CAIRNOX : Michael Brost (602915) (Ended Aug 11, 2016),CAIROS : Michael Brost (602915) (Ended Aug 11, 2016)","CSNOXOS : Michael R Hightower (608165),ARP : Michael R Hightower (608165),CAIRNOX : Michael R Hightower (608165) (Ended Aug 11, 2016),CAIROS : Michael R Hightower (608165) (Ended Aug 11, 2016)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,30.3206,-81.9486
FL,Brandy Branch,7846,2,,2016,ARP,5817.03,12,892097.88,,2.833,0.0095,43.003,561214.772,9443612.637,4,,Duval County,Electric Utility,JEA,JEA,"CAIROS : Michael Brost (602915) (Ended Aug 11, 2016),CAIRNOX : Michael Brost (602915) (Ended Aug 11, 2016),CSNOXOS : Michael Brost (602915),ARP : Michael Brost (602915)","CAIROS : Michael R Hightower (608165) (Ended Aug 11, 2016),CAIRNOX : Michael R Hightower (608165) (Ended Aug 11, 2016),CSNOXOS : Michael R Hightower (608165),ARP : Michael R Hightower (608165)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Selective Catalytic Reduction<br>Water Injection,,,30.3206,-81.9486
FL,Brandy Branch,7846,3,,2016,ARP,6814.3,12,1037619.26,,3.277,0.0097,50.238,649146.859,1.09E+07,4,,Duval County,Electric Utility,JEA,JEA,"CAIRNOX : Michael Brost (602915) (Ended Aug 11, 2016),CAIROS : Michael Brost (602915) (Ended Aug 11, 2016),ARP : Michael Brost (602915),CSNOXOS : Michael Brost (602915)","CAIRNOX : Michael R Hightower (608165) (Ended Aug 11, 2016),CAIROS : Michael R Hightower (608165) (Ended Aug 11, 2016),ARP : Michael R Hightower (608165),CSNOXOS : Michael R Hightower (608165)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Selective Catalytic Reduction<br>Water Injection,,,30.3206,-81.9486
FL,C D McIntosh Jr Power Plant,676,2,,2016,ARP,1557.53,12,48310.96,,0.499,0.0535,12.651,21045.072,354705.496,4,,Polk County,Electric Utility,City of Lakeland - Lakeland Electric,City of Lakeland - Lakeland Electric,"MATS : Ronald W Kremann (500573),ARP : Ronald W Kremann (500573),CAIRNOX : Ronald W Kremann (500573) (Ended Aug 11, 2016),CAIROS : Ronald W Kremann (500573) (Ended Aug 11, 2016),CSNOXOS : Ronald W Kremann (500573)","MATS : ,ARP : ,CAIRNOX : ,CAIROS : ,CSNOXOS : ",Phase 2,,Operating,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,Combustion Modification/Fuel Reburning,,,28.0809,-81.9256
FL,C D McIntosh Jr Power Plant,676,3,,2016,ARP,6512.9,12,1553002.95,,1270.502,0.1764,1204.653,1467616.258,1.46E+07,4,,Polk County,Electric Utility,City of Lakeland - Lakeland Electric,City of Lakeland - Lakeland Electric,"CAIROS : Ronald W Kremann (500573) (Ended Aug 11, 2016),ARP : Ronald W Kremann (500573),CAIRNOX : Ronald W Kremann (500573) (Ended Aug 11, 2016),MATS : Ronald W Kremann (500573),CSNOXOS : Ronald W Kremann (500573)","CAIROS : ,ARP : ,CAIRNOX : ,MATS : ,CSNOXOS : ",Phase 2,Early Election,Operating,Dry bottom wall-fired boiler,Coal,Pipeline Natural Gas,Wet Limestone,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,28.0809,-81.9256
FL,C D McIntosh Jr Power Plant,676,5,,2016,ARP,6456.27,12,1100713.87,,3.493,0.0249,142.189,691910.465,1.16E+07,4,,Polk County,Electric Utility,City of Lakeland - Lakeland Electric,City of Lakeland - Lakeland Electric,"MATS : Ronald W Kremann (500573),CAIROS : Ronald W Kremann (500573) (Ended Aug 11, 2016),CSNOXOS : Ronald W Kremann (500573),CAIRNOX : Ronald W Kremann (500573) (Ended Aug 11, 2016),ARP : Ronald W Kremann (500573)","MATS : ,CAIROS : ,CSNOXOS : ,CAIRNOX : ,ARP : ",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,28.0809,-81.9256
FL,Cane Island,7238,**1,,2016,ARP,126.37,12,3358.45,,0.017,0.0827,1.479,2187.74,36715.207,4,FRCC,Osceola County,Electric Utility,Florida Municipal Power Agency,Kissimmee Utility Authority,"CAIROS : Frank Gaffney (607484) (Ended Aug 11, 2016),ARP : Frank Gaffney (607484),CAIRNOX : Frank Gaffney (607484) (Ended Aug 11, 2016),CSNOXOS : Frank Gaffney (607484)","CAIROS : Larry W Mattern (601115) (Ended Aug 11, 2016),ARP : Larry W Mattern (601115),CAIRNOX : Larry W Mattern (601115) (Ended Aug 11, 2016),CSNOXOS : Larry W Mattern (601115)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,28.2764,-81.533
FL,Cane Island,7238,2,,2016,ARP,3581.41,12,317351.47,,0.77,0.0211,26.579,152505.417,2566228.335,4,FRCC,Osceola County,Electric Utility,Florida Municipal Power Agency,Kissimmee Utility Authority,"CSNOXOS : Frank Gaffney (607484),CAIRNOX : Frank Gaffney (607484) (Ended Aug 11, 2016),CAIROS : Frank Gaffney (607484) (Ended Aug 11, 2016),ARP : Frank Gaffney (607484)","CSNOXOS : Larry W Mattern (601115),CAIRNOX : Larry W Mattern (601115) (Ended Aug 11, 2016),CAIROS : Larry W Mattern (601115) (Ended Aug 11, 2016),ARP : Larry W Mattern (601115)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,28.2764,-81.533
FL,Cane Island,7238,3,,2016,ARP,7018.92,12,1502791.89,,3.136,0.0102,50.96,621270.262,1.05E+07,4,FRCC,Osceola County,Electric Utility,Florida Municipal Power Agency,Kissimmee Utility Authority,"CAIROS : Frank Gaffney (607484) (Ended Aug 11, 2016),CAIRNOX : Frank Gaffney (607484) (Ended Aug 11, 2016),CSNOXOS : Frank Gaffney (607484),ARP : Frank Gaffney (607484)","CAIROS : Larry W Mattern (601115) (Ended Aug 11, 2016),CAIRNOX : Larry W Mattern (601115) (Ended Aug 11, 2016),CSNOXOS : Larry W Mattern (601115),ARP : Larry W Mattern (601115)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,28.2764,-81.533
FL,Cane Island,7238,4,,2016,ARP,7961.34,12,1960816.67,,4.029,0.0061,38.081,798086.043,1.34E+07,4,FRCC,Osceola County,Electric Utility,Florida Municipal Power Agency,Kissimmee Utility Authority,"CAIROS : Frank Gaffney (607484) (Ended Aug 11, 2016),CSNOXOS : Frank Gaffney (607484),ARP : Frank Gaffney (607484),CAIRNOX : Frank Gaffney (607484) (Ended Aug 11, 2016)","CAIROS : Larry W Mattern (601115) (Ended Aug 11, 2016),CSNOXOS : Larry W Mattern (601115),ARP : Larry W Mattern (601115),CAIRNOX : Larry W Mattern (601115) (Ended Aug 11, 2016)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,28.2764,-81.533
FL,Cape Canaveral,609,CCCT3A,,2016,ARP,6537.57,12,2293912.39,,4.484,0.0088,56.237,887717.185,1.49E+07,4,SERC,Brevard County,Electric Utility,Florida Power & Light Company,Florida Power & Light Company,"CAIRNOX : Christian Kiernan (606322) (Ended Aug 11, 2016),CSNOXOS : Christian Kiernan (606322),CAIROS : Christian Kiernan (606322) (Ended Aug 11, 2016),ARP : Christian Kiernan (606322)","CAIRNOX : Roxane R Kennedy (603566) (Ended Aug 11, 2016),CSNOXOS : Roxane R Kennedy (603566),CAIROS : Roxane R Kennedy (603566) (Ended Aug 11, 2016),ARP : Roxane R Kennedy (603566)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,28.4694,-80.7642
FL,Cape Canaveral,609,CCCT3B,,2016,ARP,6258.37,12,2186726.31,,4.24,0.0091,53.577,838956.043,1.41E+07,4,SERC,Brevard County,Electric Utility,Florida Power & Light Company,Florida Power & Light Company,"CAIROS : Christian Kiernan (606322) (Ended Aug 11, 2016),CAIRNOX : Christian Kiernan (606322) (Ended Aug 11, 2016),CSNOXOS : Christian Kiernan (606322),ARP : Christian Kiernan (606322)","CAIROS : Roxane R Kennedy (603566) (Ended Aug 11, 2016),CAIRNOX : Roxane R Kennedy (603566) (Ended Aug 11, 2016),CSNOXOS : Roxane R Kennedy (603566),ARP : Roxane R Kennedy (603566)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,28.4694,-80.7642
FL,Cape Canaveral,609,CCCT3C,,2016,ARP,6787.35,12,2366433.23,,4.575,0.0094,59.089,906171.523,1.52E+07,4,SERC,Brevard County,Electric Utility,Florida Power & Light Company,Florida Power & Light Company,"CSNOXOS : Christian Kiernan (606322),CAIROS : Christian Kiernan (606322) (Ended Aug 11, 2016),CAIRNOX : Christian Kiernan (606322) (Ended Aug 11, 2016),ARP : Christian Kiernan (606322)","CSNOXOS : Roxane R Kennedy (603566),CAIROS : Roxane R Kennedy (603566) (Ended Aug 11, 2016),CAIRNOX : Roxane R Kennedy (603566) (Ended Aug 11, 2016),ARP : Roxane R Kennedy (603566)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,28.4694,-80.7642
