State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude
AL,Calhoun Energy Center,55409,CT1,,2017,ARP,297.08,12,44947.4,,0.165,0.0468,9.056,28747.862,479798.075,4,,Calhoun County,Electric Utility,"Calhoun Power Company I, LLC","Calhoun Power Company I, LLC","ARP : Michael Carter (607869),CSSO2G2 : Michael Carter (607869),CSNOXOS : Michael Carter (607869),CSOSG2 : Michael Carter (607869),CSNOX : Michael Carter (607869)","ARP : Steven B Murray (608922) (Started Nov 09, 2017),CSSO2G2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOXOS : Steven B Murray (608922) (Started Nov 09, 2017),CSOSG2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOX : Steven B Murray (608922) (Started Nov 09, 2017)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,33.5883,-85.9731
AL,Calhoun Energy Center,55409,CT2,,2017,ARP,203.7,12,30940.93,,0.117,0.0457,5.943,19784.338,329355.007,4,,Calhoun County,Electric Utility,"Calhoun Power Company I, LLC","Calhoun Power Company I, LLC","ARP : Michael Carter (607869),CSSO2G2 : Michael Carter (607869),CSNOXOS : Michael Carter (607869),CSOSG2 : Michael Carter (607869),CSNOX : Michael Carter (607869)","ARP : Steven B Murray (608922) (Started Nov 09, 2017),CSSO2G2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOXOS : Steven B Murray (608922) (Started Nov 09, 2017),CSOSG2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOX : Steven B Murray (608922) (Started Nov 09, 2017)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,33.5883,-85.9731
AL,Calhoun Energy Center,55409,CT3,,2017,ARP,232.15,12,35399,,0.134,0.0452,6.418,22707.835,378747.478,4,,Calhoun County,Electric Utility,"Calhoun Power Company I, LLC","Calhoun Power Company I, LLC","ARP : Michael Carter (607869),CSSO2G2 : Michael Carter (607869),CSNOXOS : Michael Carter (607869),CSOSG2 : Michael Carter (607869),CSNOX : Michael Carter (607869)","ARP : Steven B Murray (608922) (Started Nov 09, 2017),CSSO2G2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOXOS : Steven B Murray (608922) (Started Nov 09, 2017),CSOSG2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOX : Steven B Murray (608922) (Started Nov 09, 2017)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,33.5883,-85.9731
AL,Calhoun Energy Center,55409,CT4,,2017,ARP,341.49,12,50036.45,,0.185,0.0425,8.916,32171.041,538806.713,4,,Calhoun County,Electric Utility,"Calhoun Power Company I, LLC","Calhoun Power Company I, LLC","ARP : Michael Carter (607869),CSSO2G2 : Michael Carter (607869),CSNOXOS : Michael Carter (607869),CSOSG2 : Michael Carter (607869),CSNOX : Michael Carter (607869)","ARP : Steven B Murray (608922) (Started Nov 09, 2017),CSSO2G2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOXOS : Steven B Murray (608922) (Started Nov 09, 2017),CSOSG2 : Steven B Murray (608922) (Started Nov 09, 2017),CSNOX : Steven B Murray (608922) (Started Nov 09, 2017)",Phase 2,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,33.5883,-85.9731
AL,Charles R Lowman,56,1,CS004,2017,ARP,371.37,12,12450.72,,7.416,0.261,17.838,14529.665,141614.947,4,SERC,Washington County,Electric Utility,"PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","ARP : David H Powell (607466),CSSO2G2 : David H Powell (607466),CSNOXOS : David H Powell (607466),CSOSG2 : David H Powell (607466),CSNOX : David H Powell (607466),MATS : David H Powell (607466)","ARP : Keith M Stephens (838),CSSO2G2 : Keith M Stephens (838),CSNOXOS : Keith M Stephens (838),CSOSG2 : Keith M Stephens (838),CSNOX : Keith M Stephens (838),MATS : Keith M Stephens (838)",Phase 2,Phase 2 Group 1,Operating,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,31.4858,-87.9106
AL,Charles R Lowman,56,2,CS004,2017,ARP,3632.58,12,604788.43,,378.992,0.2916,1016.757,690565.262,6730675.276,4,SERC,Washington County,Electric Utility,"PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","ARP : David H Powell (607466),CSSO2G2 : David H Powell (607466),CSNOXOS : David H Powell (607466),CSOSG2 : David H Powell (607466),CSNOX : David H Powell (607466),MATS : David H Powell (607466)","ARP : Keith M Stephens (838),CSSO2G2 : Keith M Stephens (838),CSNOXOS : Keith M Stephens (838),CSOSG2 : Keith M Stephens (838),CSNOX : Keith M Stephens (838),MATS : Keith M Stephens (838)",Phase 2,Early Election,Operating,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Selective Catalytic Reduction<br>Overfire Air,Electrostatic Precipitator,,31.4858,-87.9106
AL,Charles R Lowman,56,3,"MS03C, MS03D",2017,ARP,4947,12,895759.07,,723.195,0.2413,1220.815,1026852.372,1.00E+07,4,SERC,Washington County,Electric Utility,"PowerSouth Energy Cooperative, Inc.","PowerSouth Energy Cooperative, Inc.","CSNOX : David H Powell (607466),MATS : David H Powell (607466),ARP : David H Powell (607466),CSSO2G2 : David H Powell (607466),CSNOXOS : David H Powell (607466),CSOSG2 : David H Powell (607466)","CSNOX : Keith M Stephens (838),MATS : Keith M Stephens (838),ARP : Keith M Stephens (838),CSSO2G2 : Keith M Stephens (838),CSNOXOS : Keith M Stephens (838),CSOSG2 : Keith M Stephens (838)",Phase 2,Early Election,Operating,Dry bottom wall-fired boiler,Coal,,Wet Limestone,Selective Catalytic Reduction<br>Overfire Air,Electrostatic Precipitator,,31.4858,-87.9106
AL,Decatur Energy Center,55292,CTG-1,,2017,ARP,3995.17,12,706581.11,,1.53,0.0107,23.876,302980.097,5098200.363,4,,Morgan County,Electric Utility,"Decatur Energy Center, LLC","Decatur Energy Center, LLC","ARP : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSSO2G2 : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSNOXOS : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSOSG2 : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSNOX : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017)","ARP : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSSO2G2 : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSNOXOS : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSOSG2 : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSNOX : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,34.6292,-87.0214
AL,Decatur Energy Center,55292,CTG-2,,2017,ARP,4034.95,12,713371.52,,1.575,0.0094,21.598,311960.053,5249308.583,4,,Morgan County,Electric Utility,"Decatur Energy Center, LLC","Decatur Energy Center, LLC","ARP : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSSO2G2 : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSNOXOS : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSOSG2 : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSNOX : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017)","ARP : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSSO2G2 : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSNOXOS : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSOSG2 : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSNOX : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,34.6292,-87.0214
AL,Decatur Energy Center,55292,CTG-3,,2017,ARP,4171.78,12,734372.04,,1.628,0.0114,26.932,322429.417,5425436.082,4,,Morgan County,Electric Utility,"Decatur Energy Center, LLC","Decatur Energy Center, LLC","CSOSG2 : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSNOX : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),ARP : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSSO2G2 : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017),CSNOXOS : Joe Bogle (607575) (Ended Jul 12, 2017)<br>Kent Locker (601712) (Started Jul 12, 2017)","CSOSG2 : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSNOX : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),ARP : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSSO2G2 : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017),CSNOXOS : Kathy French (605624) (Ended Jul 11, 2017)<br>Lori Nickifor (606803) (Started Jul 11, 2017) (Ended Jul 11, 2017)<br>Kent Locker (601712) (Started Jul 11, 2017) (Ended Jul 12, 2017)<br>Lori Nickifor (606803) (Started Jul 12, 2017)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,34.6292,-87.0214
AL,E B Harris Generating Plant,7897,1A,,2017,ARP,5774.5,12,1385175.25,,2.876,0.018,56.157,569667.05,9585769.35,4,,Autauga County,Electric Utility,Southern Company,Alabama Power Company,"ARP : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSSO2G2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOXOS : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSOSG2 : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017),CSNOX : Larry S Monroe (607509) (Ended Jun 30, 2017)<br>Jason K Reynolds (608760) (Started Jun 30, 2017)","ARP : John L Pemberton (608532) (Ended Jun 30, 2017)<br>Circe Starks (602440) (Started Jun 30, 2017),CSSO2G2 : John L Pemberton (608532) (Ended Jun 30, 2017)<br>Circe Starks (602440) (Started Jun 30, 2017),CSNOXOS : John L Pemberton (608532) (Ended Jun 30, 2017)<br>Circe Starks (602440) (Started Jun 30, 2017),CSOSG2 : John L Pemberton (608532) (Ended Jun 30, 2017)<br>Circe Starks (602440) (Started Jun 30, 2017),CSNOX : John L Pemberton (608532) (Ended Jun 30, 2017)<br>Circe Starks (602440) (Started Jun 30, 2017)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,32.3814,-86.5736
